=== MYM Strategy Log - Started 2026-01-26 06:32:39 ===

06:32:39.796 [06:33:00.000] DEBUG_RECONNECT: Checking Account.Positions. Strategy Position.Qty=0 MarketPosition=Flat
06:32:39.796 [06:33:00.000] DEBUG_RECONNECT: Total Account.Positions count = 0
06:32:39.796 [06:33:00.000] 26/1/26 6:33:00 a. m. v1.15.60 RESTART EVAL: Checking for pending orders or valid setup to continue...
07:09:33.418 [07:10:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:10:28.527 [07:11:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:10:47.663 [07:11:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:10:47.780 [07:11:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:10:47.781 [07:11:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:10:49.622 [07:11:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:10:56.731 [07:11:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:10:56.732 [07:11:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:07.934 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:08.794 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:08.794 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:08.795 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:08.795 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:17.386 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:17.387 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:30.805 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:30.805 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:31.016 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:31.017 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:37.275 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:37.276 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:40.342 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:40.342 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:40.343 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:48.036 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:11:48.122 [07:12:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:12:00.342 [07:13:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:12:00.342 [07:13:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:12:30.165 [07:13:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:12:35.919 [07:13:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:12:35.919 [07:13:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:12:36.108 [07:13:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:10.883 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:10.883 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:20.635 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:20.635 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:20.636 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:20.636 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:44.163 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:53.441 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:53.441 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:13:56.640 [07:14:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:14:14.150 [07:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:14:14.150 [07:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:14:22.947 [07:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:14:24.611 [07:15:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:01.711 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:01.711 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:01.771 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:01.771 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:04.004 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:04.005 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:06.155 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:07.509 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:27.844 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:15:42.592 [07:16:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:20.916 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:20.967 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:24.223 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:24.888 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:24.889 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:32.214 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:41.576 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:46.223 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:53.802 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:54.158 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:16:54.333 [07:17:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:17:04.742 [07:18:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:17:07.255 [07:18:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:17:13.679 [07:18:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:18:25.743 [07:19:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:18:25.744 [07:19:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:20:17.871 [07:21:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:20:30.920 [07:21:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:20:33.895 [07:21:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:20:33.895 [07:21:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:20:38.526 [07:21:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:20:42.822 [07:21:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:20:49.358 [07:21:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:05.454 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:05.454 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:05.455 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.429 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.430 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.431 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.431 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.432 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.432 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.433 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.433 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.434 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:06.434 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:16.289 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:16.315 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:16.316 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:35.618 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:35.619 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:35.619 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:21:45.750 [07:22:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:01.763 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:01.764 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:01.764 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:01.764 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:01.765 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:11.010 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:11.011 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:31.107 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:38.815 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:40.128 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:40.128 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:40.129 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:40.129 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:41.039 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:41.039 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:41.039 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:42.830 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:52.276 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:52.277 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:54.506 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:22:54.507 [07:23:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:04.045 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:12.265 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:12.266 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:12.266 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:12.267 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:12.704 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:30.190 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:30.190 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:30.191 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:30.192 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:30.192 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:32.522 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:32.523 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:34.192 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:37.829 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
07:23:43.962 [07:24:00.000] DIAG_SCAN_IGNORE: Asia High JustReset=true (Expanded) but failed 'IsMitigated && MitigationTime==Now' check. IsMitigated=True Time=26/1/26 4:01:00 a. m.
